"","ListenerGroup","mTurkCode","ItemNum","Resp","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit"
"2037","V3",7505174,"X61","A native English speaker
1","1","0.182","0.182","0.195"
"2097","V3",8081415,"X61","A native English speaker
1","1","0.09","0.09","0"
"2157","V3",8317194,"X61","A native English speaker
1","1","0.554","0.554","0.562"
"2217","V3",8584285,"X61","A native English speaker
1","1","0.146","0.146","0.158"
"2277","V3",8815444,"X61","


2","1","0.409","0.409","0.418"
"2337","V3",9335883,"X61","A native English speaker
1","1","0.89","0.89","0.899"
"2397","V3",9983184,"X61","


2","1","0.732","0.732","0.86"
"1198","V3",1682505,"X7","An extremely strong
foreign accent
9","1","0.556","0.556","0.583"
"1258","V3",2950814,"X7","


5","1","9.487","9.487","9.535"
"1318","V3",3800888,"X7","


8","1","0.547","0.547","0.602"
"1378","V3",3805384,"X7","An extremely strong
foreign accent
9","1","1.033","1.033","1.05"
"1438","V3",3906581,"X7","An extremely strong
foreign accent
9","1","0.186","0.186","0.192"
"1498","V3",4068822,"X7","


8","1","0.563","0.563","0.571"
"1558","V3",4073431,"X7","


8","1","1.264","1.264","1.275"
"1618","V3",4341292,"X7","An extremely strong
foreign accent
9","1","0.569","0.569","0.584"
"1678","V3",4534620,"X7","An extremely strong
foreign accent
9","1","0.609","0.609","0.633"
"1738","V3",4542178,"X7","An extremely strong
foreign accent
9","2","0.397","1.28","1.38"
"1798","V3",5693137,"X7","An extremely strong
foreign accent
9","1","0.263","0.263","0.291"
"1858","V3",6374852,"X7","


7","1","1.727","1.727","1.7"
"1918","V3",6546609,"X7","


8","1","0.275","0.275","0.282"
"1978","V3",6956532,"X7","


7","1","0.54","0.54","0.501"
"2038","V3",7505174,"X7","An extremely strong
foreign accent
9","1","0.051","0.051","0.061"
"2098","V3",8081415,"X7","An extremely strong
foreign accent
9","1","0.14","0.14","0.158"
"2158","V3",8317194,"X7","


8","1","0.651","0.651","0.659"
"2218","V3",8584285,"X7","An extremely strong
foreign accent
9","1","0.213","0.213","0.225"
"2278","V3",8815444,"X7","An extremely strong
foreign accent
9","1","1.784","1.784","1.794"
"2338","V3",9335883,"X7","An extremely strong
foreign accent
9","1","0.169","0.169","0.178"
"2398","V3",9983184,"X7","


2","1","1.132","1.132","1.101"
"1199","V3",1682505,"X8","


8","2","0.516","0.844","0.863"
"1259","V3",2950814,"X8","


4","1","9.449","9.449","9.401"
"1319","V3",3800888,"X8","An extremely strong
foreign accent
9","1","0.165","0.165","0.1"
"1379","V3",3805384,"X8","


6","1","1.141","1.141","1.158"
"1439","V3",3906581,"X8","


8","1","0.265","0.265","0.273"
"1499","V3",4068822,"X8","An extremely strong
foreign accent
9","1","0.2","0.2","0.32"
"1559","V3",4073431,"X8","


7","1","0.797","0.797","0.705"
"1619","V3",4341292,"X8","


5","1","0.57","0.57","0.583"
"1679","V3",4534620,"X8","An extremely strong
foreign accent
9","1","0.804","0.804","0.837"
"1739","V3",4542178,"X8","


7","2","0.346","1.228","1.206"
"1799","V3",5693137,"X8","An extremely strong
foreign accent
9","1","0.248","0.248","0.268"
"1859","V3",6374852,"X8","


8","1","0.507","0.507","0.54"
"1919","V3",6546609,"X8","


7","1","0.422","0.422","0.428"
"1979","V3",6956532,"X8","A native English speaker
1","1","0.312","0.312","0.301"
"2039","V3",7505174,"X8","


7","1","0.279","0.279","0.291"
"2099","V3",8081415,"X8","


8","1","0.209","0.209","0.227"
"2159","V3",8317194,"X8","


8","1","0.598","0.598","0.605"
"2219","V3",8584285,"X8","An extremely strong
foreign accent
9","1","0.214","0.214","0.225"
"2279","V3",8815444,"X8","


8","1","0.383","0.383","0.391"
"2339","V3",9335883,"X8","An extremely strong
foreign accent
9","1","0.448","0.448","0.459"
"2399","V3",9983184,"X8","


6","1","0.919","0.919","0.947"
"1200","V3",1682505,"X9","


6","1","6.366","6.366","6.384"
"1260","V3",2950814,"X9","


5","1","28.174","28.174","28.221"
"1320","V3",3800888,"X9","An extremely strong
foreign accent
9","1","0.222","0.222","0.272"
"1380","V3",3805384,"X9","


7","1","3.403","3.403","3.413"
"1440","V3",3906581,"X9","


8","1","0.153","0.153","0.16"
"1500","V3",4068822,"X9","


8","1","0.122","0.122","0.131"
"1560","V3",4073431,"X9","


8","1","0.615","0.615","0.627"
"1620","V3",4341292,"X9","


6","1","0.602","0.602","0.618"
"1680","V3",4534620,"X9","An extremely strong
foreign accent
9","1","0.585","0.585","0.598"
"1740","V3",4542178,"X9","


7","2","0.343","1.344","1.301"
"1800","V3",5693137,"X9","An extremely strong
foreign accent
9","1","0.149","0.149","0.167"
"1860","V3",6374852,"X9","An extremely strong
foreign accent
9","2","1.496","2.118","2.158"
"1920","V3",6546609,"X9","


8","1","0.413","0.413","0.42"
"1980","V3",6956532,"X9","


5","1","2.343","2.343","2.301"
"2040","V3",7505174,"X9","


8","1","0.398","0.398","0.408"
"2100","V3",8081415,"X9","


8","1","1.108","1.108","1.145"
"2160","V3",8317194,"X9","An extremely strong
foreign accent
9","1","0.495","0.495","0.404"
"2220","V3",8584285,"X9","An extremely strong
foreign accent
9","1","0.75","0.75","0.762"
"2280","V3",8815444,"X9","


8","1","0.469","0.469","0.477"
"2340","V3",9335883,"X9","An extremely strong
foreign accent
9","1","0.023","0.023","0.034"
"2400","V3",9983184,"X9","


2","1","3.112","3.112","3.151"
